speciesKey,scientificName,matchType,Orig_name,nRecords
3170305,Asclepias tuberosa L.,EXACT,Asclepias tuberosa L.,20381
2916662,Asperula arvensis L.,EXACT,Asperula arvensis L.,6457
2916991,Asperula charophyton Airy Shaw & Turrill,EXACT,Asperula charophyton Airy Shaw & Turrill,116
2917026,Asperula cynanchica L.,EXACT,Asperula cynanchica L.,79787
2916822,Asperula laevigata L.,EXACT,Asperula laevigata L.,940
2917001,Asperula orientalis Boiss. & Hohen.,EXACT,Asperula orientalis Boiss. & Hohen.,284
2916975,Asperula taurina L.,EXACT,Asperula taurina L.,3112
2916767,Asperula tinctoria L.,EXACT,Asperula tinctoria L.,10888
7317072,Aspidosperma cylindrocarpon Müll.Arg.,EXACT,Aspidosperma cylindrocarpon Müll.Arg.,1048
2898527,Atractocarpus fitzalanii (F.Muell.) Puttock,EXACT,Atractocarpus fitzalanii (F.Muell.) Puttock,752
5535537,Beaumontia grandiflora Wall.,EXACT,Beaumontia grandiflora Wall.,285
5535529,Beaumontia multiflora Teijsm. & Binn.,EXACT,Beaumontia multiflora Teijsm. & Binn.,58
8692916,Blackstonia imperfoliata (L.fil.) Samp.,EXACT,Blackstonia imperfoliata (L.fil.) Samp.,1706
6366886,Blackstonia perfoliata (L.) Huds.,EXACT,Blackstonia perfoliata (L.) Huds.,52596
3849007,Bouvardia candidissima Borhidi & E.Martínez,EXACT,Bouvardia candidissima Borhidi & E.Martínez,0
9557587,Bouvardia hybrida B.S.Williams,EXACT,Bouvardia hybrida B.S.Williams,0
2910287,Bouvardia leiantha Benth.,EXACT,Bouvardia leiantha Benth.,288
2910298,Bouvardia longiflora (Cav.) Kunth,EXACT,Bouvardia longiflora (Cav.) Kunth,828
2910221,Bouvardia ternifolia (Cav.) Schltdl.,EXACT,Bouvardia ternifolia (Cav.) Schltdl.,5002
5341085,Burchellia bubalina (L.f.) Sims,EXACT,Burchellia bubalina (L.f.) Sims,1100
3579089,Calotropis gigantea (L.) W.T.Aiton,EXACT,Calotropis gigantea (L.) W.T.Aiton,2358
5414566,Calotropis procera (Aiton) Aiton fil.,EXACT,Calotropis procera (Aiton) Aiton fil.,12735
2904000,Calycophyllum spruceanum (Benth.) Hook.f. ex K.Schum.,EXACT,Calycophyllum spruceanum (Benth.) Hook.f. ex K.Schum.,789
7317301,Cameraria latifolia L.,EXACT,Cameraria latifolia L.,405
7270041,Canscora diffusa (Vahl) R.Br. ex Roem. & Schult.,EXACT,Canscora diffusa (Vahl) R.Br. ex Roem. & Schult.,1142
2921359,Carapichea ipecacuanha (Brot.) L.Andersson,EXACT,Carapichea ipecacuanha (Brot.) L.Andersson,474
7600659,Carissa bispinosa (L.) Desf. ex Brenan,EXACT,Carissa bispinosa (L.) Desf. ex Brenan,1954
5414419,Carissa carandas L.,EXACT,Carissa carandas L.,284
5414420,Carissa macrocarpa (Eckl.) A.DC.,EXACT,Carissa macrocarpa (Eckl.) A.DC.,1123
7317185,Carissa ovata R.Br.,EXACT,Carissa ovata R.Br.,81
3169652,Cascabela thevetia (L.) Lippold,EXACT,Cascabela thevetia (L.) Lippold,7156
8667261,Cascabela thevetioides (Kunth) Lippold,EXACT,Cascabela thevetioides (Kunth) Lippold,560
2910989,Catesbaea spinosa L.,EXACT,Catesbaea spinosa L.,112
3618592,Catharanthus lanceus (Bojer ex A.DC.) Pichon,EXACT,Catharanthus lanceus (Bojer ex A.DC.) Pichon,287
3618565,Catharanthus pusillus (Murray) G.Don,EXACT,Catharanthus pusillus (Murray) G.Don,87
3169830,Catharanthus roseus (L.) G.Don,EXACT,Catharanthus roseus (L.) G.Don,22514
5595161,Centaurium cachanlahuen (Molina) B.L.Rob.,EXACT,Centaurium cachanlahuen (Molina) B.L.Rob.,177
5414457,Centaurium erythraea Rafn,EXACT,Centaurium erythraea Rafn,139280
5414469,Centaurium littorale (Turner) Gilmour,EXACT,Centaurium littorale (Turner) Gilmour,24706
7853619,Centaurium maritimum (L.) Fritsch,EXACT,Centaurium maritimum (L.) Fritsch,5643
7439391,Centaurium pulchellum (Sw.) Druce,EXACT,Centaurium pulchellum (Sw.) Druce,51768
6367342,Centaurium tenuiflorum (Hoffmanns. & Link) Fritsch,EXACT,Centaurium tenuiflorum (Hoffmanns. & Link) Fritsch,10989
7836567,Centaurium uliginosum G.Beck ex Ronn.,EXACT,Centaurium uliginosum G.Beck ex Ronn.,25
7155766,Cerbera manghas L.,EXACT,Cerbera manghas L.,2996
7155753,Cerbera odollam Gaertn.,EXACT,Cerbera odollam Gaertn.,619
9375057,Ceropegia dammanniana (Sprenger) Bruyns,EXACT,Ceropegia dammanniana (Sprenger) Bruyns,66
7150773,Ceropegia dichotoma Haw.,EXACT,Ceropegia dichotoma Haw.,282
9317408,Ceropegia gigantea (N.E.Br.) Bruyns,EXACT,Ceropegia gigantea (N.E.Br.) Bruyns,584
9438978,Ceropegia grandiflora (Masson) Bruyns,EXACT,Ceropegia grandiflora (Masson) Bruyns,419
9526473,Ceropegia hislopii (Turrill) Bruyns,EXACT,Ceropegia hislopii (Turrill) Bruyns,30
9460197,Ceropegia leendertziae (N.E.Br.) Bruyns,EXACT,Ceropegia leendertziae (N.E.Br.) Bruyns,95
9433683,Ceropegia lugardianai Bruyns,EXACT,Ceropegia lugardianai Bruyns,31
9534856,Ceropegia mixta (Masson) Bruyns,EXACT,Ceropegia mixta (Masson) Bruyns,350
7150556,Ceropegia stapeliiformis Haw.,EXACT,Ceropegia stapeliiformis Haw.,109
9438750,Ceropegia venenosa (Maire) Bruyns,EXACT,Ceropegia venenosa (Maire) Bruyns,106
3846411,Chamaepentas nobilis (S.Moore) Kårehed & B.Bremer,EXACT,Chamaepentas nobilis (S.Moore) Kårehed & B.Bremer,89
3843981,Chelonanthus angustifolius (Kunth) Gilg,EXACT,Chelonanthus angustifolius (Kunth) Gilg,442
2907406,Chiococca alba (L.) Hitchc.,EXACT,Chiococca alba (L.) Hitchc.,11593
5338775,Chione venosa (Sw.) Urb.,EXACT,Chione venosa (Sw.) Urb.,1579
3616952,Chonemorpha fragrans (Moon) Alston,EXACT,Chonemorpha fragrans (Moon) Alston,411
3616699,Chonemorpha verrucosa (Blume) D.J.Middleton,EXACT,Chonemorpha verrucosa (Blume) D.J.Middleton,167
3841406,Cicendia filiformis (L.) Delarbre,EXACT,Cicendia filiformis (L.) Delarbre,11364
2898328,Ciliosemina pedunculata (H.Karst.) Antonelli,EXACT,Ciliosemina pedunculata (H.Karst.) Antonelli,662
2901375,Cinchona calisaya Wedd.,EXACT,Cinchona calisaya Wedd.,1683
2901250,Cinchona officinalis L.,EXACT,Cinchona officinalis L.,1158
2901294,Cinchona pubescens Vahl,EXACT,Cinchona pubescens Vahl,3156
2906875,Coccocypselum hirsutum Bartl. ex DC.,EXACT,Coccocypselum hirsutum Bartl. ex DC.,1507
2895345,Coffea arabica L.,EXACT,Coffea arabica L.,8527
2895528,Coffea canephora Pierre ex A.Froehner,EXACT,Coffea canephora Pierre ex A.Froehner,1944
8524134,Coffea liberica W.Bull,EXACT,Coffea liberica W.Bull,776
2895488,Coffea stenophylla G.Don,EXACT,Coffea stenophylla G.Don,156
2895378,Coffea zanguebariae Lour.,EXACT,Coffea zanguebariae Lour.,73
3615616,Condylocarpon isthmicum (Vell.) A.DC.,EXACT,Condylocarpon isthmicum (Vell.) A.DC.,1691
2911479,Coprosma baueri Endl.,EXACT,Coprosma baueri Endl.,101
2911492,Coprosma kirkii Cheeseman,EXACT,Coprosma kirkii Cheeseman,67
7679994,Coprosma lucida J.R.Forst. & G.Forst.,EXACT,Coprosma lucida J.R.Forst. & G.Forst.,12309
2911525,Coprosma repens A.Rich.,EXACT,Coprosma repens A.Rich.,3876
2911561,Coprosma robusta Raoul,EXACT,Coprosma robusta Raoul,5235
2911473,Coprosma spathulata A.Cunn.,EXACT,Coprosma spathulata A.Cunn.,1096
2901470,Corynanthe paniculata Welw.,EXACT,Corynanthe paniculata Welw.,141
5336632,Crucianella angustifolia L.,EXACT,Crucianella angustifolia L.,15814
5336587,Crucianella gilanica Trin.,EXACT,Crucianella gilanica Trin.,218
5336628,Crucianella patula L.,EXACT,Crucianella patula L.,901
5338929,Cruciata glabra (L.) Opiz,EXACT,Cruciata glabra (L.) Opiz,20004
5338920,Cruciata laevipes Opiz,EXACT,Cruciata laevipes Opiz,130051
5338943,Cruciata pedemontana (Bellardi) Ehrend.,EXACT,Cruciata pedemontana (Bellardi) Ehrend.,5647
3170473,Cryptostegia grandiflora (Roxb.) R.Br.,EXACT,Cryptostegia grandiflora (Roxb.) R.Br.,2805
8230770,Cryptostegia madagascariensis Bojer,EXACT,Cryptostegia madagascariensis Bojer,485
8249547,Cyclophyllum barbatum (G.Forst.) N.Hallé & J.Florence,EXACT,Cyclophyllum barbatum (G.Forst.) N.Hallé & J.Florence,1227
3571089,Cynanchum acutum L.,EXACT,Cynanchum acutum L.,6159
8081162,Cynanchum callialatum Buch.-Ham. ex Wight,EXACT,Cynanchum callialatum Buch.-Ham. ex Wight,93
7312452,Cynanchum gerrardii (Harv.) Liede,EXACT,Cynanchum gerrardii (Harv.) Liede,429
3578740,Cynanchum japonicum (Thunb.),EXACT,Cynanchum japonicum (Thunb.),2781
9682933,Cynanchum laeve (Michx.) Pers.,EXACT,Cynanchum laeve (Michx.) Pers.,2354
2903461,Damnacanthus indicus C.F.Gaertn.,EXACT,Damnacanthus indicus C.F.Gaertn.,1752
9397645,Debia ovatifolia (Cav.) Neupane & N.Wikstr.,EXACT,Debia ovatifolia (Cav.) Neupane & N.Wikstr.,171
2900952,Dentella repens (L.) J.R.Forst. & G.Forst.,EXACT,Dentella repens (L.) J.R.Forst. & G.Forst.,991
2908579,Diodia virginiana L.,EXACT,Diodia virginiana L.,5280
3169754,Dyera costulata (Miq.) Hook.fil.,EXACT,Dyera costulata (Miq.) Hook.fil.,300
9279493,Edrastima goreensis (DC.) Neupane & N.Wikstr.,EXACT,Edrastima goreensis (DC.) Neupane & N.Wikstr.,925
9514287,Edrastima trinervia (Retz.) Neupane & N.Wikstr.,EXACT,Edrastima trinervia (Retz.) Neupane & N.Wikstr.,64
10829003,"Enicostema verticillatum Linnaeus, 1759",EXACT,"Enicostema verticillatum Linnaeus, 1759",17
2902010,Euclinia longiflora Salisb.,EXACT,Euclinia longiflora Salisb.,766
7696893,Eustoma exaltatum (L.) Salisb.,EXACT,Eustoma exaltatum (L.) Salisb.,4276
3841586,Exaculum pusillum (Lam.) Caruel,EXACT,Exaculum pusillum (Lam.) Caruel,4560
3840789,Exacum pallidum (Trimen) Klack.,EXACT,Exacum pallidum (Trimen) Klack.,93
3840655,Exacum quinquenervium Griseb.,EXACT,Exacum quinquenervium Griseb.,288
6388630,Fagraea berteroana A.Gray ex Benth.,EXACT,Fagraea berteroana A.Gray ex Benth.,1339
3169993,Frasera albicaulis Douglas ex Griseb.,EXACT,Frasera albicaulis Douglas ex Griseb.,1144
3169842,Funtumia africana (Benth.) Stapf,EXACT,Funtumia africana (Benth.) Stapf,2020
3169843,Funtumia elastica (Preuss) Stapf,EXACT,Funtumia elastica (Preuss) Stapf,1226
2913931,Galium album Mill.,EXACT,Galium album Mill.,166049
2913548,Galium aparine L.,EXACT,Galium aparine L.,613822
2913280,Galium aristatum L.,EXACT,Galium aristatum L.,4886
2914920,Galium asperifolium Wall.,EXACT,Galium asperifolium Wall.,650
2914959,Galium bifolium S.Watson,EXACT,Galium bifolium S.Watson,871
2914338,Galium boreale L.,EXACT,Galium boreale L.,120177
2914722,Galium circaezans Michx.,EXACT,Galium circaezans Michx.,3955
2913727,Galium debile Desv.,EXACT,Galium debile Desv.,2312
2908428,Galium divaricatum Pourr. ex Lam.,EXACT,Galium divaricatum Pourr. ex Lam.,4402
2913368,Galium elegans Wall. ex Roxb.,EXACT,Galium elegans Wall. ex Roxb.,557
2913817,Galium floribundum Sm.,EXACT,Galium floribundum Sm.,127
2914146,Galium gaudichaudii DC.,EXACT,Galium gaudichaudii DC.,7619
2914515,Galium glaucum L.,EXACT,Galium glaucum L.,10962
2908433,Galium humifusum M.Bieb.,EXACT,Galium humifusum M.Bieb.,1341
2913572,Galium intermedium Schult.,EXACT,Galium intermedium Schult.,1134
3845922,Galium leiocarpum I.Thomps.,EXACT,Galium leiocarpum I.Thomps.,2232
2913863,Galium lucidum All.,EXACT,Galium lucidum All.,46105
9039392,Galium mollugo L.,EXACT,Galium mollugo L.,300739
2914590,Galium murale (L.) All.,EXACT,Galium murale (L.) All.,10685
2914642,Galium odoratum (L.) Scop.,EXACT,Galium odoratum (L.) Scop.,167753
2913130,Galium palustre L.,EXACT,Galium palustre L.,447349
2913169,Galium parisiense L.,EXACT,Galium parisiense L.,23621
2914963,Galium pomeranicum Retz.,EXACT,Galium pomeranicum Retz.,7695
9121716,Galium pumilum Murray,EXACT,Galium pumilum Murray,55554
2913084,Galium pusillum L.,EXACT,Galium pusillum L.,9148
7695781,Galium pycnotrichum Kern.,EXACT,Galium pycnotrichum Kern.,5
2914603,Galium rivale (Sm.) Griseb.,EXACT,Galium rivale (Sm.) Griseb.,1552
2914110,Galium rotundifolium L.,EXACT,Galium rotundifolium L.,25810
2913315,Galium rubioides L.,EXACT,Galium rubioides L.,1430
2913218,Galium rubrum L.,EXACT,Galium rubrum L.,521
2914547,Galium saxatile L.,EXACT,Galium saxatile L.,170448
2913214,Galium spurium L.,EXACT,Galium spurium L.,25585
2913288,Galium sylvaticum L.,EXACT,Galium sylvaticum L.,34743
2914501,Galium tenuissimum M.Bieb.,EXACT,Galium tenuissimum M.Bieb.,389
2913452,Galium tricornutum Dandy,EXACT,Galium tricornutum Dandy,13022
2913365,Galium trifidum L.,EXACT,Galium trifidum L.,15259
2913556,Galium uliginosum L.,EXACT,Galium uliginosum L.,154323
2914121,Galium uniflorum Michx.,EXACT,Galium uniflorum Michx.,307
2914754,Galium verrucosum Huds.,EXACT,Galium verrucosum Huds.,5969
2914589,Galium verticillatum Danthoine ex Lam.,EXACT,Galium verticillatum Danthoine ex Lam.,2154
9063248,Galium verum L.,EXACT,Galium verum L.,434675
2914123,Galium virgatum Nutt.,EXACT,Galium virgatum Nutt.,673
5335125,Gardenia jasminoides J.Ellis,EXACT,Gardenia jasminoides J.Ellis,4120
5335016,Gardenia philastrei Pierre ex Pit.,EXACT,Gardenia philastrei Pierre ex Pit.,43
5334965,Gardenia resinifera Roth,EXACT,Gardenia resinifera Roth,131
5335073,Gardenia taitensis DC.,EXACT,Gardenia taitensis DC.,337
5334998,Gardenia thunbergia Thunb.,EXACT,Gardenia thunbergia Thunb.,197
5335053,Gardenia volkensii K.Schum.,EXACT,Gardenia volkensii K.Schum.,577
3169513,Gelsemium sempervirens (L.) J.St.-Hil.,EXACT,Gelsemium sempervirens (L.) J.St.-Hil.,3752
2895593,Genipa americana L.,EXACT,Genipa americana L.,5572
6366597,Gentiana acaulis L.,EXACT,Gentiana acaulis L.,22639
3170087,Gentiana andrewsii Griseb.,EXACT,Gentiana andrewsii Griseb.,3061
7270381,Gentiana asclepiadea L.,EXACT,Gentiana asclepiadea L.,31436
7270031,Gentiana clusii Perr. & Songeon,EXACT,Gentiana clusii Perr. & Songeon,12764
3170115,Gentiana cruciata L.,EXACT,Gentiana cruciata L.,25122
3170098,Gentiana glauca Pall.,EXACT,Gentiana glauca Pall.,1483
3170040,Gentiana lutea L.,EXACT,Gentiana lutea L.,68115
3170097,Gentiana nivalis L.,EXACT,Gentiana nivalis L.,19194
7440277,Gentiana pannonica Scop.,EXACT,Gentiana pannonica Scop.,2605
3170069,Gentiana prostrata Haenke,EXACT,Gentiana prostrata Haenke,3066
8008282,Gentiana punctata L.,EXACT,Gentiana punctata L.,9261
7270387,Gentiana quadrifaria Blume,EXACT,Gentiana quadrifaria Blume,170
3170066,Gentiana septemfida Pall.,EXACT,Gentiana septemfida Pall.,777
8232412,Gentiana verna L.,EXACT,Gentiana verna L.,42518
3844531,Gentianella anisodonta (Borbás) Á.Löve & D.Löve,EXACT,Gentianella anisodonta (Borbás) Á.Löve & D.Löve,368
7270648,Gentianopsis ciliata (L.) Ma,EXACT,Gentianopsis ciliata (L.) Ma,31901
7401024,Gomphocarpus cancellatus (Burm.fil.) Bruyns,EXACT,Gomphocarpus cancellatus (Burm.fil.) Bruyns,2473
7150619,Gomphocarpus fruticosus (L.) W.T.Aiton,EXACT,Gomphocarpus fruticosus (L.) W.T.Aiton,7718
3170326,Gomphocarpus physocarpus E.Mey.,EXACT,Gomphocarpus physocarpus E.Mey.,3687
7533636,Gonolobus rostratus (Vahl) R.Br.,EXACT,Gonolobus rostratus (Vahl) R.Br.,542
2894695,Guettarda crispiflora subsp. poasana (Standl.) C.M.Taylor,EXACT,Guettarda crispiflora subsp. poasana (Standl.) C.M.Taylor,1859
3170353,Gymnema sylvestre (Retz.) Schult.,EXACT,Gymnema sylvestre (Retz.) Schult.,2372
7815176,Gynochthodes jasminoides (A.Cunn.) Razafim. & B.Bremer,EXACT,Gynochthodes jasminoides (A.Cunn.) Razafim. & B.Bremer,8555
2902043,Hamelia chrysantha Sw.,EXACT,Hamelia chrysantha Sw.,16
2902066,Hamelia patens Jacq.,EXACT,Hamelia patens Jacq.,11742
2912017,Hedyotis uncinella Hook. & Arn.,EXACT,Hedyotis uncinella Hook. & Arn.,524
8976534,Hexasepalum apiculatum (Willd.) Delprete & J.H.Kirkbr.,EXACT,Hexasepalum apiculatum (Willd.) Delprete & J.H.Kirkbr.,2990
8976894,Hexasepalum radulum (Willd.) Delprete & J.H.Kirkbr.,EXACT,Hexasepalum radulum (Willd.) Delprete & J.H.Kirkbr.,1102
9070905,Hexasepalum sarmentosum (Sw.) Delprete & J.H.Kirkbr.,EXACT,Hexasepalum sarmentosum (Sw.) Delprete & J.H.Kirkbr.,1622
8183608,Hexasepalum teres (Walter) J.H.Kirkbr.,EXACT,Hexasepalum teres (Walter) J.H.Kirkbr.,7307
3169751,Holarrhena floribunda (G.Don) T.Durand & Schinz,EXACT,Holarrhena floribunda (G.Don) T.Durand & Schinz,5666
5595116,Hoppea dichotoma Hayne ex Willd.,EXACT,Hoppea dichotoma Hayne ex Willd.,68
5338866,Houstonia caerulea L.,EXACT,Houstonia caerulea L.,6924
5338804,Houstonia pusilla Schoepf,EXACT,Houstonia pusilla Schoepf,4372
7312238,Hoya acuta Haw.,EXACT,Hoya acuta Haw.,199
7150750,Hoya australis R.Br. ex Traill,EXACT,Hoya australis R.Br. ex Traill,1714
8658195,Hoya carnosa (L.fil.) R.Br.,EXACT,Hoya carnosa (L.fil.) R.Br.,743
3574277,Hoya globulosa Hook.fil.,EXACT,Hoya globulosa Hook.fil.,26
3574085,Hoya imperialis Lindl.,EXACT,Hoya imperialis Lindl.,304
7311926,Hoya lanceolata Wall. ex D.Don,EXACT,Hoya lanceolata Wall. ex D.Don,114
3572075,Hoya serpens Hook.fil.,EXACT,Hoya serpens Hook.fil.,18
8303696,Ixora acuminata Roxb.,EXACT,Ixora acuminata Roxb.,55
2905881,Ixora casei Hance,EXACT,Ixora casei Hance,476
2905600,Ixora chinensis Lam.,EXACT,Ixora chinensis Lam.,663
2905493,Ixora coccinea L.,EXACT,Ixora coccinea L.,6344
2905423,Ixora cuneifolia Roxb.,EXACT,Ixora cuneifolia Roxb.,134
2905676,Ixora finlaysoniana Wall. ex G.Don,EXACT,Ixora finlaysoniana Wall. ex G.Don,542
2905475,Ixora hookeri (Oudem.) Bremek.,EXACT,Ixora hookeri (Oudem.) Bremek.,150
2905700,Ixora javanica (Blume) DC.,EXACT,Ixora javanica (Blume) DC.,321
2905549,Ixora laxiflora Sm.,EXACT,Ixora laxiflora Sm.,360
8140555,Ixora macrothyrsa (Teijsm. & Binn.) N.E.Br.,EXACT,Ixora macrothyrsa (Teijsm. & Binn.) N.E.Br.,21
2905713,Ixora pavetta Andrews,EXACT,Ixora pavetta Andrews,244
2905362,Ixora thwaitesii Hook.f.,EXACT,Ixora thwaitesii Hook.f.,39
3619255,Kibatalia laurifolia (Ridl.) Woodson,EXACT,Kibatalia laurifolia (Ridl.) Woodson,61
2910098,Kohautia caespitosa Schnizl.,EXACT,Kohautia caespitosa Schnizl.,1147
5536040,Kopsia arborea Blume,EXACT,Kopsia arborea Blume,663
5536025,Kopsia fruticosa (Ker Gawl.) A.DC.,EXACT,Kopsia fruticosa (Ker Gawl.) A.DC.,240
9117221,Landolphia gummifera (Lam.) K.Schum.,EXACT,Landolphia gummifera (Lam.) K.Schum.,372
3580196,Leptadenia madagascariensis Decne.,EXACT,Leptadenia madagascariensis Decne.,594
9579208,Leptopetalum biflorum (L.) Neupane & N.Wikstr.,EXACT,Leptopetalum biflorum (L.) Neupane & N.Wikstr.,1282
9423920,Leptopetalum pteritum (Blume) Neupane & N.Wikstr.,EXACT,Leptopetalum pteritum (Blume) Neupane & N.Wikstr.,161
7849367,Limahlania crenulata (Maingay ex C.B.Clarke) K.M.Wong & Sugumaran,EXACT,Limahlania crenulata (Maingay ex C.B.Clarke) K.M.Wong & Sugumaran,40
2900014,Luculia grandifolia Ghose,EXACT,Luculia grandifolia Ghose,13
2900019,Luculia gratissima (Wall.) Sweet,EXACT,Luculia gratissima (Wall.) Sweet,190
9319506,"Macropharynx peltata (Vell.) J.F.Morales, M.E.Endress & Liede",EXACT,"Macropharynx peltata (Vell.) J.F.Morales, M.E.Endress & Liede",874
3618936,Mandevilla boliviensis (Hook.fil.) Woodson,EXACT,Mandevilla boliviensis (Hook.fil.) Woodson,86
3617571,Mandevilla laxa (Ruiz & Pav.) Woodson,EXACT,Mandevilla laxa (Ruiz & Pav.) Woodson,632
3616287,Mandevilla sanderi (Hemsl.) Woodson,EXACT,Mandevilla sanderi (Hemsl.) Woodson,29
5338405,Manettia cordifolia Mart.,EXACT,Manettia cordifolia Mart.,2932
5338460,Manettia paraguariensis Chodat,EXACT,Manettia paraguariensis Chodat,540
7316625,Mascarenhasia arborescens A.DC.,EXACT,Mascarenhasia arborescens A.DC.,1814
5337264,Massularia acuminata (G.Don) Bullock ex Hoyle,EXACT,Massularia acuminata (G.Don) Bullock ex Hoyle,1867
2896392,Mericarpaea ciliata (Banks & Sol.) Eig,EXACT,Mericarpaea ciliata (Banks & Sol.) Eig,68
3169933,Microcala quadrangularis (Lam.) Griseb.,EXACT,Microcala quadrangularis (Lam.) Griseb.,1174
8042176,Microloma incanum Decne.,EXACT,Microloma incanum Decne.,223
2912993,Mitracarpus hirtus (L.) DC.,EXACT,Mitracarpus hirtus (L.) DC.,6683
5414382,Mitreola petiolata (J.F.Gmel.) Torr. & A.Gray,EXACT,Mitreola petiolata (J.F.Gmel.) Torr. & A.Gray,2707
2894904,Mitriostigma axillare Hochst.,EXACT,Mitriostigma axillare Hochst.,105
5339880,Morinda bracteata Roxb.,EXACT,Morinda bracteata Roxb.,302
5339879,Morinda citrifolia L.,EXACT,Morinda citrifolia L.,6568
5339834,Morinda lucida Benth.,EXACT,Morinda lucida Benth.,2483
2892527,Mussaenda elegans Schumach. & Thonn.,EXACT,Mussaenda elegans Schumach. & Thonn.,1307
2892634,Mussaenda erythrophylla Schumach. & Thonn.,EXACT,Mussaenda erythrophylla Schumach. & Thonn.,1228
2892470,Mussaenda frondosa L.,EXACT,Mussaenda frondosa L.,521
2892466,Mussaenda philippica A.Rich.,EXACT,Mussaenda philippica A.Rich.,485
5339133,Nauclea orientalis (L.) L.,EXACT,Nauclea orientalis (L.) L.,1981
2896888,Neolamarckia cadamba (Roxb.) Bosser,EXACT,Neolamarckia cadamba (Roxb.) Bosser,754
2919451,Neonauclea purpurea (Roxb.) Merr.,EXACT,Neonauclea purpurea (Roxb.) Merr.,368
7317019,Nerium indicum Mill.,EXACT,Nerium indicum Mill.,632
3169756,Nerium oleander L.,EXACT,Nerium oleander L.,129634
2911624,Nertera granadensis (Mutis ex L.f.) Druce,EXACT,Nertera granadensis (Mutis ex L.f.) Druce,11336
5414495,Obolaria virginica L.,EXACT,Obolaria virginica L.,1646
3169645,Ochrosia elliptica Labill.,EXACT,Ochrosia elliptica Labill.,543
8091031,Ochrosia moorei (F.Muell.) Benth.,EXACT,Ochrosia moorei (F.Muell.) Benth.,233
7643035,"Oldenlandia auricularia F.Muell., 1882",EXACT,"Oldenlandia auricularia F.Muell., 1882",8
2916000,Oldenlandia capensis L.f.,EXACT,Oldenlandia capensis L.f.,565
2911970,Oldenlandia corymbosa L.,EXACT,Oldenlandia corymbosa L.,5903
2911992,Oldenlandia herbacea (L.) Roxb.,EXACT,Oldenlandia herbacea (L.) Roxb.,3320
2916382,Oldenlandia lactea (Willd.) DC.,EXACT,Oldenlandia lactea (Willd.) DC.,4
2916221,Oldenlandia lancifolia (Schumach.) DC.,EXACT,Oldenlandia lancifolia (Schumach.) DC.,2212
2915722,Oldenlandia pterospora (F.Muell.) F.Muell.,EXACT,Oldenlandia pterospora (F.Muell.) F.Muell.,184
2916211,Oldenlandia pumila (L.f.) DC.,EXACT,Oldenlandia pumila (L.f.) DC.,58
2916304,Oldenlandia salzmannii (DC.) Benth. & Hook.f. ex B.D.Jacks.,EXACT,Oldenlandia salzmannii (DC.) Benth. & Hook.f. ex B.D.Jacks.,1041
7484158,Oldenlandia tenelliflora Elmer,EXACT,Oldenlandia tenelliflora Elmer,20
2915763,Oldenlandia umbellata L.,EXACT,Oldenlandia umbellata L.,253
7705582,"Oldenlandia verticillata Bacle ex DC., 1830",EXACT,"Oldenlandia verticillata Bacle ex DC., 1830",18
2897129,Oldenlandiopsis callitrichoides (Griseb.) Terrell & W.H.Lewis,EXACT,Oldenlandiopsis callitrichoides (Griseb.) Terrell & W.H.Lewis,215
10865026,"Orbea variegata Linnaeus, 1753",EXACT,"Orbea variegata Linnaeus, 1753",217
3844680,Orphium frutescens (L.) E.Mey.,EXACT,Orphium frutescens (L.) E.Mey.,539
3572841,Oxypetalum coeruleum (D.Don) Decne.,EXACT,Oxypetalum coeruleum (D.Don) Decne.,356
5535440,Pachypodium saundersii N.E.Br.,EXACT,Pachypodium saundersii N.E.Br.,183
2909512,Paederia cruddasiana Prain,EXACT,Paederia cruddasiana Prain,93
2909590,Paederia farinosa (Baker) Puff,EXACT,Paederia farinosa (Baker) Puff,313
2909527,Paederia foetida L.,EXACT,Paederia foetida L.,9889
8834999,Palicourea ownbeyi (Standl. ex C.M.Taylor) C.M.Taylor,EXACT,Palicourea ownbeyi (Standl. ex C.M.Taylor) C.M.Taylor,94
9324963,"Paracarphalea kirondron (Baill.) Razafim., Ferm, B.Bremer & Kårehed",EXACT,"Paracarphalea kirondron (Baill.) Razafim., Ferm, B.Bremer & Kårehed",605
2925179,Pavetta capensis (Houtt.) Bremek.,EXACT,Pavetta capensis (Houtt.) Bremek.,245
2924801,Pavetta indica L.,EXACT,Pavetta indica L.,776
3169681,Pentalinon luteum (L.) B.F.Hansen & Wunderlin,EXACT,Pentalinon luteum (L.) B.F.Hansen & Wunderlin,1016
2908986,Pentas lanceolata (Forssk.) Deflers,EXACT,Pentas lanceolata (Forssk.) Deflers,1811
2909045,Pentas zanzibarica (Klotzsch) Vatke,EXACT,Pentas zanzibarica (Klotzsch) Vatke,522
5340516,Pentodon pentandrus (Schumach. & Thonn.) Vatke,EXACT,Pentodon pentandrus (Schumach. & Thonn.) Vatke,2041
3579973,Pentopetia androsaemifolia Decne.,EXACT,Pentopetia androsaemifolia Decne.,519
7877996,Pergularia tomentosa L.,EXACT,Pergularia tomentosa L.,1295
5414545,Periploca graeca L.,EXACT,Periploca graeca L.,1424
5526185,Periploca sepium Bunge,EXACT,Periploca sepium Bunge,484
7671397,Phuopsis stylosa (Trin.) G.Nicholson,EXACT,Phuopsis stylosa (Trin.) G.Nicholson,410
3169673,Plumeria alba L.,EXACT,Plumeria alba L.,515
