scientificName,Taxon,phylum,class
"Amazona viridigenalis (Cassin, 1853)",Amazona viridigenalis,Chordata,Aves
"Amazona xantholora (G.R.Gray, 1859)",Amazona xantholora,Chordata,Aves
"Anodorhynchus hyacinthinus (Latham, 1790)",Anodorhynchus hyacinthinus,Chordata,Aves
"Aprosmictus erythropterus (Gmelin, 1788)",Aprosmictus erythropterus,Chordata,Aves
"Ara ambiguus (Bechstein, 1811)",Ara ambiguus,Chordata,Aves
"Ara ararauna (Linnaeus, 1758)",Ara ararauna,Chordata,Aves
"Ara chloropterus G.R.Gray, 1859",Ara chloropterus,Chordata,Aves
"Ara macao (Linnaeus, 1758)",Ara macao,Chordata,Aves
"Ara militaris (Linnaeus, 1766)",Ara militaris,Chordata,Aves
"Ara rubrogenys Lafresnaye, 1847",Ara rubrogenys,Chordata,Aves
"Ara severus (Linnaeus, 1758)",Ara severus,Chordata,Aves
"Aratinga acuticaudata (Vieillot, 1818)",Aratinga acuticaudata,Chordata,Aves
"Aratinga aurea (Gmelin, 1788)",Aratinga aurea,Chordata,Aves
"Aratinga canicularis (Linnaeus, 1758)",Aratinga canicularis,Chordata,Aves
"Aratinga chloroptera (Souance, 1856)",Aratinga chloroptera,Chordata,Aves
"Aratinga erythrogenys (Lesson, 1844)",Aratinga erythrogenys,Chordata,Aves
"Aratinga finschi (Salvin, 1871)",Aratinga finschi,Chordata,Aves
"Aratinga holochlora (P.L.Sclater, 1859)",Aratinga holochlora,Chordata,Aves
"Aratinga jandaya (Gmelin, 1788)",Aratinga jandaya,Chordata,Aves
"Aratinga leucophthalma (Statius Muller, 1776)",Aratinga leucophthalma,Chordata,Aves
"Aratinga mitrata (Tschudi, 1844)",Aratinga mitrata,Chordata,Aves
"Aratinga nana (Vigors, 1830)",Aratinga nana,Chordata,Aves
"Aratinga pertinax (Linnaeus, 1758)",Aratinga pertinax,Chordata,Aves
"Aratinga solstitialis (Linnaeus, 1758)",Aratinga solstitialis,Chordata,Aves
"Aratinga wagleri (G.R.Gray, 1845)",Aratinga wagleri,Chordata,Aves
"Aratinga weddellii (Deville, 1851)",Aratinga weddellii,Chordata,Aves
"Barnardius zonarius (Shaw, 1805)",Barnardius zonarius,Chordata,Aves
"Brotogeris chiriri (Vieillot, 1818)",Brotogeris chiriri,Chordata,Aves
"Brotogeris cyanoptera (Pelzeln, 1870)",Brotogeris cyanoptera,Chordata,Aves
"Brotogeris jugularis (Statius Muller, 1776)",Brotogeris jugularis,Chordata,Aves
"Brotogeris pyrrhoptera (Latham, 1802)",Brotogeris pyrrhoptera,Chordata,Aves
"Brotogeris sanctithomae (Statius Muller, 1776)",Brotogeris sanctithomae,Chordata,Aves
"Brotogeris tirica (Gmelin, 1788)",Brotogeris tirica,Chordata,Aves
"Brotogeris versicolurus (Statius Muller, 1776)",Brotogeris versicolurus,Chordata,Aves
"Cacatua alba (Statius Muller, 1776)",Cacatua alba,Chordata,Aves
"Cacatua galerita (Latham, 1790)",Cacatua galerita,Chordata,Aves
"Cacatua goffiniana C.S.Roselaar & Michaels, 2004",Cacatua goffiniana,Chordata,Aves
"Cacatua leadbeateri (Vigors, 1831)",Cacatua leadbeateri,Chordata,Aves
"Cacatua moluccensis (Gmelin, 1788)",Cacatua moluccensis,Chordata,Aves
"Cacatua ophthalmica P.L.Sclater, 1864",Cacatua ophthalmica,Chordata,Aves
"Cacatua sanguinea Gould, 1843",Cacatua sanguinea,Chordata,Aves
"Cacatua sulphurea (Gmelin, 1788)",Cacatua sulphurea,Chordata,Aves
"Cacatua tenuirostris (Kuhl, 1820)",Cacatua tenuirostris,Chordata,Aves
"Callocephalon fimbriatum (J.Grant, 1803)",Callocephalon fimbriatum,Chordata,Aves
"Calyptorhynchus banksii (Latham, 1790)",Calyptorhynchus banksii,Chordata,Aves
"Chalcopsitta atra (Scopoli, 1786)",Chalcopsitta atra,Chordata,Aves
"Charmosyna papou (Scopoli, 1786)",Charmosyna papou,Chordata,Aves
"Charmosyna placentis (Temminck, 1835)",Charmosyna placentis,Chordata,Aves
"Coracopsis nigra (Linnaeus, 1758)",Coracopsis nigra,Chordata,Aves
"Coracopsis vasa (Shaw, 1812)",Coracopsis vasa,Chordata,Aves
"Cyanoliseus patagonus (Vieillot, 1818)",Cyanoliseus patagonus,Chordata,Aves
"Cyanoramphus auriceps (Kuhl, 1820)",Cyanoramphus auriceps,Chordata,Aves
"Cyanoramphus novaezelandiae (Sparrman, 1787)",Cyanoramphus novaezelandiae,Chordata,Aves
"Cyanoramphus unicolor (Lear, 1831)",Cyanoramphus unicolor,Chordata,Aves
"Diopsittaca nobilis (Linnaeus, 1758)",Diopsittaca nobilis,Chordata,Aves
"Eclectus roratus (Statius Muller, 1776)",Eclectus roratus,Chordata,Aves
"Eolophus roseicapilla (Vieillot, 1817)",Eolophus roseicapilla,Chordata,Aves
"Eos bornea (Linnaeus, 1758)",Eos bornea,Chordata,Aves
"Eos reticulata (S.Muller, 1841)",Eos reticulata,Chordata,Aves
"Eos squamata (Boddaert, 1783)",Eos squamata,Chordata,Aves
"Forpus coelestis (Lesson, 1847)",Forpus coelestis,Chordata,Aves
"Forpus passerinus (Linnaeus, 1758)",Forpus passerinus,Chordata,Aves
"Forpus xanthopterygius (Spix, 1824)",Forpus xanthopterygius,Chordata,Aves
"Glossopsitta concinna (Shaw, 1791)",Glossopsitta concinna,Chordata,Aves
"Lathamus discolor (Shaw, 1790)",Lathamus discolor,Chordata,Aves
"Loriculus galgulus (Linnaeus, 1758)",Loriculus galgulus,Chordata,Aves
"Loriculus vernalis (Sparrman, 1787)",Loriculus vernalis,Chordata,Aves
"Lorius chlorocercus Gould, 1856",Lorius chlorocercus,Chordata,Aves
"Lorius garrulus (Linnaeus, 1758)",Lorius garrulus,Chordata,Aves
"Melopsittacus Gould, 1840",Melopsittacus,Chordata,Aves
"Melopsittacus undulatus (Shaw, 1805)",Melopsittacus undulatus,Chordata,Aves
"Myiopsitta monachus (Boddaert, 1783)",Myiopsitta monachus,Chordata,Aves
"Nandayus nenday (Vieillot, 1823)",Nandayus nenday,Chordata,Aves
"Nannopsittaca panychlora (Salvin & Godman, 1883)",Nannopsittaca panychlora,Chordata,Aves
"Neophema pulchella (Shaw, 1792)",Neophema pulchella,Chordata,Aves
"Neopsephotus bourkii (Gould, 1841)",Neopsephotus bourkii,Chordata,Aves
"Northiella haematogaster (Gould, 1838)",Northiella haematogaster,Chordata,Aves
"Nymphicus hollandicus (Kerr, 1792)",Nymphicus hollandicus,Chordata,Aves
"Orthopsittaca manilata (Boddaert, 1783)",Orthopsittaca manilata,Chordata,Aves
"Pionites melanocephalus (Linnaeus, 1758)",Pionites melanocephalus,Chordata,Aves
"Pionus maximiliani (Kuhl, 1820)",Pionus maximiliani,Chordata,Aves
"Pionus menstruus (Linnaeus, 1766)",Pionus menstruus,Chordata,Aves
"Pionus senilis (Spix, 1824)",Pionus senilis,Chordata,Aves
"Platycercus adscitus (Latham, 1790)",Platycercus adscitus,Chordata,Aves
"Platycercus caledonicus (Gmelin, 1788)",Platycercus caledonicus,Chordata,Aves
"Platycercus elegans (Gmelin, 1788)",Platycercus elegans,Chordata,Aves
"Platycercus eximius (Shaw, 1792)",Platycercus eximius,Chordata,Aves
"Platycercus icterotis (Temminck & Kuhl, 1820)",Platycercus icterotis,Chordata,Aves
"Platycercus venustus (Kuhl, 1820)",Platycercus venustus,Chordata,Aves
"Poicephalus crassus (Sharpe, 1884)",Poicephalus crassus,Chordata,Aves
"Poicephalus cryptoxanthus (W.Peters, 1854)",Poicephalus cryptoxanthus,Chordata,Aves
"Poicephalus meyeri (Cretzschmar, 1827)",Poicephalus meyeri,Chordata,Aves
"Poicephalus robustus (Gmelin, 1788)",Poicephalus robustus,Chordata,Aves
"Poicephalus rueppellii (G.R.Gray, 1849)",Poicephalus rueppellii,Chordata,Aves
"Poicephalus senegalus (Linnaeus, 1766)",Poicephalus senegalus,Chordata,Aves
"Polytelis alexandrae Gould, 1863",Polytelis alexandrae,Chordata,Aves
"Polytelis anthopeplus (Lear, 1831)",Polytelis anthopeplus,Chordata,Aves
"Polytelis swainsonii (Desmarest, 1826)",Polytelis swainsonii,Chordata,Aves
"Primolius auricollis (Cassin, 1853)",Primolius auricollis,Chordata,Aves
"Primolius maracana (Vieillot, 1816)",Primolius maracana,Chordata,Aves
"Probosciger aterrimus (Gmelin, 1788)",Probosciger aterrimus,Chordata,Aves
"Prosopeia splendens (Peale, 1848)",Prosopeia splendens,Chordata,Aves
"Prosopeia tabuensis (Gmelin, 1788)",Prosopeia tabuensis,Chordata,Aves
"Psephotus haematonotus (Gould, 1838)",Psephotus haematonotus,Chordata,Aves
"Pseudeos fuscata (Blyth, 1858)",Pseudeos fuscata,Chordata,Aves
"Psilopsiagon aymara (Orbigny, 1839)",Psilopsiagon aymara,Chordata,Aves
"Psittacula alexandri (Linnaeus, 1758)",Psittacula alexandri,Chordata,Aves
"Psittacula caniceps (Blyth, 1846)",Psittacula caniceps,Chordata,Aves
"Psittacula columboides (Vigors, 1830)",Psittacula columboides,Chordata,Aves
"Psittacula cyanocephala (Linnaeus, 1766)",Psittacula cyanocephala,Chordata,Aves
"Psittacula derbiana (Fraser, 1852)",Psittacula derbiana,Chordata,Aves
"Psittacula eupatria (Linnaeus, 1766)",Psittacula eupatria,Chordata,Aves
"Psittacula finschii (Hume, 1874)",Psittacula finschii,Chordata,Aves
"Psittacula krameri (Scopoli, 1769)",Psittacula krameri,Chordata,Aves
"Psittacula roseata Biswas, 1951",Psittacula roseata,Chordata,Aves
"Psittacus erithacus Linnaeus, 1758",Psittacus erithacus,Chordata,Aves
"Pyrrhura frontalis (Vieillot, 1818)",Pyrrhura frontalis,Chordata,Aves
"Pyrrhura leucotis (Kuhl, 1820)",Pyrrhura leucotis,Chordata,Aves
"Pyrrhura molinae (Massena & Souance, 1854)",Pyrrhura molinae,Chordata,Aves
"Pyrrhura perlata (Spix, 1824)",Pyrrhura perlata,Chordata,Aves
"Pyrrhura rupicola (Tschudi, 1844)",Pyrrhura rupicola,Chordata,Aves
"Rhynchopsitta pachyrhyncha (Swainson, 1827)",Rhynchopsitta pachyrhyncha,Chordata,Aves
"Rhynchopsitta terrisi R.T.Moore, 1947",Rhynchopsitta terrisi,Chordata,Aves
"Strigops habroptila G.R.Gray, 1845",Strigops habroptila,Chordata,Aves
"Tanygnathus lucionensis (Linnaeus, 1766)",Tanygnathus lucionensis,Chordata,Aves
"Tanygnathus megalorynchos (Boddaert, 1783)",Tanygnathus megalorynchos,Chordata,Aves
"Tanygnathus sumatranus (Raffles, 1822)",Tanygnathus sumatranus,Chordata,Aves
"Touit batavicus (Boddaert, 1783)",Touit batavicus,Chordata,Aves
"Trichoglossus chlorolepidotus (Kuhl, 1820)",Trichoglossus chlorolepidotus,Chordata,Aves
"Trichoglossus haematodus (Linnaeus, 1771)",Trichoglossus haematodus,Chordata,Aves
"Trichoglossus ornatus (Linnaeus, 1758)",Trichoglossus ornatus,Chordata,Aves
"Vini kuhlii (Vigors, 1824)",Vini kuhlii,Chordata,Aves
"Vini peruviana (Statius Muller, 1776)",Vini peruviana,Chordata,Aves
"Vini ultramarina (Kuhl, 1820)",Vini ultramarina,Chordata,Aves
"Pterocles alchata (Linnaeus, 1766)",Pterocles alchata,Chordata,Aves
"Pterocles exustus Temminck, 1825",Pterocles exustus,Chordata,Aves
"Pterocles orientalis (Linnaeus, 1758)",Pterocles orientalis,Chordata,Aves
"Syrrhaptes paradoxus (Pallas, 1773)",Syrrhaptes paradoxus,Chordata,Aves
"Rhea americana (Linnaeus, 1758)",Rhea americana,Chordata,Aves
"Rhea pennata d'Orbigny, 1834",Rhea pennata,Chordata,Aves
"Aptenodytes patagonicus J.F.Miller, 1778",Aptenodytes patagonicus,Chordata,Aves
"Eudyptes chrysolophus (Brandt, 1837)",Eudyptes chrysolophus,Chordata,Aves
"Eudyptes moseleyi Mathews & Iredale, 1921",Eudyptes moseleyi,Chordata,Aves
"Pygoscelis papua (J.R.Forster, 1781)",Pygoscelis papua,Chordata,Aves
"Spheniscus demersus (Linnaeus, 1758)",Spheniscus demersus,Chordata,Aves
"Spheniscus magellanicus (J.R.Forster, 1781)",Spheniscus magellanicus,Chordata,Aves
"Athene noctua (Scopoli, 1769)",Athene noctua,Chordata,Aves
"Bubo africanus (Temminck, 1821)",Bubo africanus,Chordata,Aves
"Bubo bubo (Linnaeus, 1758)",Bubo bubo,Chordata,Aves
"Bubo magellanicus (R.Lesson, 1828)",Bubo magellanicus,Chordata,Aves
"Bubo scandiacus (Linnaeus, 1758)",Bubo scandiacus,Chordata,Aves
"Bubo virginianus (J.F.Gmelin, 1788)",Bubo virginianus,Chordata,Aves
"Megascops asio (Linnaeus, 1758)",Megascops asio,Chordata,Aves
"Ninox connivens (Latham, 1801)",Ninox connivens,Chordata,Aves
"Ninox novaeseelandiae (J.F.Gmelin, 1788)",Ninox novaeseelandiae,Chordata,Aves
"Pulsatrix perspicillata (Latham, 1790)",Pulsatrix perspicillata,Chordata,Aves
"Strix aluco Linnaeus, 1758",Strix aluco,Chordata,Aves
"Strix leptogrammica Temminck, 1832",Strix leptogrammica,Chordata,Aves
"Strix nebulosa J.R.Forster, 1772",Strix nebulosa,Chordata,Aves
"Strix rufipes P.P.King, 1827",Strix rufipes,Chordata,Aves
"Strix uralensis Pallas, 1771",Strix uralensis,Chordata,Aves
"Strix varia Barton, 1799",Strix varia,Chordata,Aves
"Tyto alba (Scopoli, 1769)",Tyto alba,Chordata,Aves
"Tyto javanica (J.F.Gmelin, 1788)",Tyto javanica,Chordata,Aves
"Tyto novaehollandiae (Stephens, 1826)",Tyto novaehollandiae,Chordata,Aves
"Tyto novaehollandiae castanops (Gould, 1837)",Tyto novaehollandiae castanops,Chordata,Aves
"Struthio camelus Linnaeus, 1758",Struthio camelus,Chordata,Aves
"Anhinga melanogaster Pennant, 1769",Anhinga melanogaster,Chordata,Aves
"Fregata magnificens Mathews, 1914",Fregata magnificens,Chordata,Aves
"Leucocarbo bougainvillii (Lesson, 1837)",Leucocarbo bougainvillii,Chordata,Aves
"Phalacrocorax auritus (Lesson, 1831)",Phalacrocorax auritus,Chordata,Aves
"Phalacrocorax carbo (Linnaeus, 1758)",Phalacrocorax carbo,Chordata,Aves
"Phalacrocorax carbo sinensis (Blumenbach, 1798)",Phalacrocorax carbo sinensis,Chordata,Aves
"Crypturellus soui (Hermann, 1783)",Crypturellus soui,Chordata,Aves
"Eudromia elegans I.Geoffroy Saint-Hilaire, 1832",Eudromia elegans,Chordata,Aves
"Nothoprocta perdicaria (Kittlitz, 1830)",Nothoprocta perdicaria,Chordata,Aves
"Nothura maculosa (Temminck, 1815)",Nothura maculosa,Chordata,Aves
"Rhynchotus rufescens (Temminck, 1815)",Rhynchotus rufescens,Chordata,Aves
"Tinamus major (J.F.Gmelin, 1789)",Tinamus major,Chordata,Aves
"Caspiomyzon wagneri (Kessler, 1870)",Caspiomyzon wagneri,Chordata,Cephalaspidomorphi
"Ichthyomyzon unicuspis Hubbs & Trautman, 1937",Ichthyomyzon unicuspis,Chordata,Cephalaspidomorphi
"Petromyzon marinus Linnaeus, 1758",Petromyzon marinus,Chordata,Cephalaspidomorphi
"Carcharhinus altimus (Springer, 1950)",Carcharhinus altimus,Chordata,Elasmobranchii
"Carcharhinus falciformis (Müller & Henle, 1839)",Carcharhinus falciformis,Chordata,Elasmobranchii
"Galeocerdo cuvier (Péron & Lesueur, 1822)",Galeocerdo cuvier,Chordata,Elasmobranchii
"Prionace glauca (Linnaeus, 1758)",Prionace glauca,Chordata,Elasmobranchii
"Rhizoprionodon longurio (Jordan & Gilbert, 1882)",Rhizoprionodon longurio,Chordata,Elasmobranchii
"Rhizoprionodon terraenovae (Richardson, 1836)",Rhizoprionodon terraenovae,Chordata,Elasmobranchii
"Sphyrna mokarran (Rüppell, 1837)",Sphyrna mokarran,Chordata,Elasmobranchii
"Sphyrna zygaena (Linnaeus, 1758)",Sphyrna zygaena,Chordata,Elasmobranchii
"Triaenodon obesus (Rüppell, 1837)",Triaenodon obesus,Chordata,Elasmobranchii
"Heterodontus zebra (Gray, 1831)",Heterodontus zebra,Chordata,Elasmobranchii
"Isurus paucus Guitart, 1966",Isurus paucus,Chordata,Elasmobranchii
"Dasyatis chrysonota (Smith, 1828)",Dasyatis chrysonota,Chordata,Elasmobranchii
"Himantura uarnak (Gmelin, 1789)",Himantura uarnak,Chordata,Elasmobranchii
"Potamotrygon falkneri Castex & Maciel, 1963",Potamotrygon falkneri,Chordata,Elasmobranchii
"Potamotrygon motoro (Müller & Henle, 1841)",Potamotrygon motoro,Chordata,Elasmobranchii
"Taeniura grabata (Geoffroy Saint-Hilaire, 1817)",Taeniura grabata,Chordata,Elasmobranchii
"Chiloscyllium punctatum Müller & Henle, 1838",Chiloscyllium punctatum,Chordata,Elasmobranchii
"Glaucostegus halavi (Forsskål, 1775)",Glaucostegus halavi,Chordata,Elasmobranchii
"Torpedo sinuspersici Olfers, 1831",Torpedo sinuspersici,Chordata,Elasmobranchii
"Tenrec ecaudatus (Schreber, 1778)",Tenrec ecaudatus,Chordata,Mammalia
"Addax nasomaculatus (Blainville, 1816)",Addax nasomaculatus,Chordata,Mammalia
"Aepyceros melampus (Lichtenstein, 1812)",Aepyceros melampus,Chordata,Mammalia
"Alces alces (Linnaeus, 1758)",Alces alces,Chordata,Mammalia
"Alces americanus (Clinton, 1822)",Alces americanus,Chordata,Mammalia
"Alces machlis Gray, 1821",Alces machlis,Chordata,Mammalia
"Ammotragus lervia (Pallas, 1777)",Ammotragus lervia,Chordata,Mammalia
"Antilocapra americana (Ord, 1815)",Antilocapra americana,Chordata,Mammalia
"Antilope cervicapra (Linnaeus, 1758)",Antilope cervicapra,Chordata,Mammalia
"Axis axis (Erxleben, 1777)",Axis axis,Chordata,Mammalia
"Axis porcinus (Zimmermann, 1780)",Axis porcinus,Chordata,Mammalia
"Babyrousa babyrussa (Linnaeus, 1758)",Babyrousa babyrussa,Chordata,Mammalia
"Beatragus hunteri (P.L.Sclater, 1889)",Beatragus hunteri,Chordata,Mammalia
"Bison bison (Linnaeus, 1758)",Bison bison,Chordata,Mammalia
"Bison bonasus (Linnaeus, 1758)",Bison bonasus,Chordata,Mammalia
"Bos javanicus d'Alton, 1823",Bos javanicus,Chordata,Mammalia
"Bos taurus Linnaeus, 1758",Bos taurus,Chordata,Mammalia
"Boselaphus tragocamelus (Pallas, 1766)",Boselaphus tragocamelus,Chordata,Mammalia
"Bubalus bubalis (Linnaeus, 1758)",Bubalus bubalis,Chordata,Mammalia
"Camelus bactrianus Linnaeus, 1758",Camelus bactrianus,Chordata,Mammalia
"Camelus dromedarius Linnaeus, 1758",Camelus dromedarius,Chordata,Mammalia
"Capra caucasica Güldenstaedt & Pallas, 1783",Capra caucasica,Chordata,Mammalia
"Capra hircus Linnaeus, 1758",Capra hircus,Chordata,Mammalia
"Capra ibex Linnaeus, 1758",Capra ibex,Chordata,Mammalia
"Capra nubiana F.Cuvier, 1825",Capra nubiana,Chordata,Mammalia
"Capra pyrenaica Schinz, 1838",Capra pyrenaica,Chordata,Mammalia
"Capra sibirica (Pallas, 1776)",Capra sibirica,Chordata,Mammalia
"Capreolus capreolus (Linnaeus, 1758)",Capreolus capreolus,Chordata,Mammalia
"Capreolus pygargus (Pallas, 1771)",Capreolus pygargus,Chordata,Mammalia
"Cervus elaphus Linnaeus, 1758",Cervus elaphus,Chordata,Mammalia
"Cervus elaphus canadensis Erxleben, 1777",Cervus elaphus canadensis,Chordata,Mammalia
"Cervus elaphus corsicanus Erxleben, 1777",Cervus elaphus corsicanus,Chordata,Mammalia
"Cervus nippon Temminck, 1838",Cervus nippon,Chordata,Mammalia
"Cervus nippon keramae (Kuroda, 1924)",Cervus nippon keramae,Chordata,Mammalia
"Cervus nippon mageshimae Kuroda & Okada, 1950",Cervus nippon mageshimae,Chordata,Mammalia
"Connochaetes taurinus (Burchell, 1823)",Connochaetes taurinus,Chordata,Mammalia
"Dama dama (Linnaeus, 1758)",Dama dama,Chordata,Mammalia
Dama dama dama,Dama dama dama,Chordata,Mammalia
"Elaphurus davidianus Milne-Edwards, 1866",Elaphurus davidianus,Chordata,Mammalia
"Gazella subgutturosa (Güldenstaedt, 1780)",Gazella subgutturosa,Chordata,Mammalia
"Giraffa camelopardalis (Linnaeus, 1758)",Giraffa camelopardalis,Chordata,Mammalia
"Hemitragus jemlahicus (C.H.Smith, 1826)",Hemitragus jemlahicus,Chordata,Mammalia
"Hippopotamus amphibius Linnaeus, 1758",Hippopotamus amphibius,Chordata,Mammalia
"Hippotragus equinus (É.Geoffroy Saint-Hilaire, 1803)",Hippotragus equinus,Chordata,Mammalia
"Hydropotes inermis Swinhoe, 1870",Hydropotes inermis,Chordata,Mammalia
"Kobus ellipsiprymnus (Ogilby, 1833)",Kobus ellipsiprymnus,Chordata,Mammalia
"Kobus ellipsiprymnus crawshayi (P.L.Sclater, 1894)",Kobus ellipsiprymnus crawshayi,Chordata,Mammalia
"Kobus leche Gray, 1850",Kobus leche,Chordata,Mammalia
"Kobus vardonii (Livingstone, 1857)",Kobus vardonii,Chordata,Mammalia
"Lama glama (Linnaeus, 1758)",Lama glama,Chordata,Mammalia
"Lama glama guanicoe (Müller, 1776)",Lama glama guanicoe,Chordata,Mammalia
"Madoqua kirkii (Günther, 1880)",Madoqua kirkii,Chordata,Mammalia
"Moschus moschiferus Linnaeus, 1758",Moschus moschiferus,Chordata,Mammalia
"Muntiacus muntjak (Zimmermann, 1780)",Muntiacus muntjak,Chordata,Mammalia
"Muntiacus reevesi (Ogilby, 1839)",Muntiacus reevesi,Chordata,Mammalia
"Nanger soemmerringii (Cretzschmar, 1828)",Nanger soemmerringii,Chordata,Mammalia
"Neotragus moschatus (Von Dueben, 1846)",Neotragus moschatus,Chordata,Mammalia
"Odocoileus hemionus (Rafinesque, 1817)",Odocoileus hemionus,Chordata,Mammalia
"Odocoileus virginianus (Zimmermann, 1780)",Odocoileus virginianus,Chordata,Mammalia
"Oreamnos americanus (Blainville, 1816)",Oreamnos americanus,Chordata,Mammalia
"Oryx dammah (Cretzschmar, 1827)",Oryx dammah,Chordata,Mammalia
"Oryx gazella (Linnaeus, 1758)",Oryx gazella,Chordata,Mammalia
"Oryx leucoryx (Pallas, 1777)",Oryx leucoryx,Chordata,Mammalia
"Ovibos moschatus (Zimmermann, 1780)",Ovibos moschatus,Chordata,Mammalia
"Ovis ammon (Linnaeus, 1758)",Ovis ammon,Chordata,Mammalia
"Ovis aries Linnaeus, 1758",Ovis aries,Chordata,Mammalia
"Ovis aries musimon (Pallas, 1811)",Ovis aries musimon,Chordata,Mammalia
"Ovis aries orientalis Gmelin, 1774",Ovis aries orientalis,Chordata,Mammalia
"Ovis canadensis Shaw, 1804",Ovis canadensis,Chordata,Mammalia
"Pecari tajacu (Linnaeus, 1758)",Pecari tajacu,Chordata,Mammalia
"Phacochoerus africanus (Gmelin, 1788)",Phacochoerus africanus,Chordata,Mammalia
"Potamochoerus larvatus (F.Cuvier, 1822)",Potamochoerus larvatus,Chordata,Mammalia
"Procapra gutturosa (Pallas, 1777)",Procapra gutturosa,Chordata,Mammalia
"Pseudois nayaur (Hodgson, 1833)",Pseudois nayaur,Chordata,Mammalia
"Rangifer tarandus (Linnaeus, 1758)",Rangifer tarandus,Chordata,Mammalia
"Rucervus duvaucelii (G.Cuvier, 1823)",Rucervus duvaucelii,Chordata,Mammalia
"Rupicapra rupicapra (Linnaeus, 1758)",Rupicapra rupicapra,Chordata,Mammalia
"Rusa marianna (Desmarest, 1822)",Rusa marianna,Chordata,Mammalia
"Rusa timorensis (Blainville, 1822)",Rusa timorensis,Chordata,Mammalia
"Rusa unicolor (Kerr, 1792)",Rusa unicolor,Chordata,Mammalia
"Saiga tatarica (Linnaeus, 1766)",Saiga tatarica,Chordata,Mammalia
"Sus celebensis Müller & Schlegel, 1843",Sus celebensis,Chordata,Mammalia
"Sus scrofa Linnaeus, 1758",Sus scrofa,Chordata,Mammalia
"Taurotragus derbianus (Gray, 1847)",Taurotragus derbianus,Chordata,Mammalia
"Taurotragus oryx (Pallas, 1766)",Taurotragus oryx,Chordata,Mammalia
"Tayassu pecari (Link, 1795)",Tayassu pecari,Chordata,Mammalia
"Tragelaphus angasii Angas, 1849",Tragelaphus angasii,Chordata,Mammalia
"Tragelaphus eurycerus (Ogilby, 1837)",Tragelaphus eurycerus,Chordata,Mammalia
"Tragelaphus imberbis (Blyth, 1869)",Tragelaphus imberbis,Chordata,Mammalia
"Tragelaphus spekii Speke, 1863",Tragelaphus spekii,Chordata,Mammalia
